,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,order_id,product,quantity,price,date
398,398.0,398.0,24.0,5025,Notebook,3,2.49,2025-01-05
399,399.0,399.0,25.0,5026,Pen,9,0.99,2025-01-05
400,400.0,400.0,26.0,5027,Keyboard,1,29.99,2025-01-05
401,401.0,401.0,27.0,5028,Mouse,1,19.99,2025-01-05
402,402.0,402.0,29.0,5030,Laptop,1,899.99,2025-01-05
403,403.0,403.0,30.0,5031,Headset,2,49.99,2025-01-05
404,404.0,404.0,31.0,5032,USB Cable,4,5.99,2025-01-05
405,405.0,405.0,32.0,5033,Webcam,1,59.99,2025-01-05
406,406.0,406.0,33.0,5034,Speakers,2,39.99,2025-01-05
407,407.0,407.0,34.0,5035,Chair,1,129.99,2025-01-05
408,408.0,408.0,35.0,5036,Desk,1,249.99,2025-01-05
409,409.0,409.0,36.0,5037,Lamp,2,14.99,2025-01-05
410,410.0,410.0,37.0,5038,Notebook,5,2.49,2025-01-05
411,411.0,411.0,38.0,5039,Pen,10,0.99,2025-01-05
412,412.0,412.0,39.0,5040,Keyboard,1,29.99,2025-01-05
413,413.0,413.0,41.0,5042,Monitor,1,199.99,2025-01-05
414,414.0,414.0,42.0,5043,Laptop,1,899.99,2025-01-05
415,415.0,415.0,43.0,5044,Headset,1,49.99,2025-01-05
416,416.0,416.0,44.0,5045,USB Cable,3,5.99,2025-01-05
417,417.0,417.0,45.0,5046,Webcam,1,59.99,2025-01-05
418,418.0,418.0,46.0,5047,Speakers,1,39.99,2025-01-05
419,419.0,419.0,47.0,5048,Chair,1,129.99,2025-01-05
420,420.0,420.0,48.0,5049,Desk,1,249.99,2025-01-05
421,421.0,421.0,49.0,5050,Lamp,1,14.99,2025-01-05
422,422.0,422.0,50.0,5051,Notebook,2,2.49,2025-01-05
423,423.0,423.0,51.0,5052,Pen,14,0.99,2025-01-05
424,424.0,424.0,52.0,5053,Keyboard,1,29.99,2025-01-05
425,425.0,425.0,53.0,5054,Mouse,1,19.99,2025-01-05
426,426.0,426.0,54.0,5055,Monitor,1,199.99,2025-01-05
427,427.0,427.0,55.0,5056,Laptop,1,899.99,2025-01-05
428,428.0,428.0,57.0,5058,USB Cable,3,5.99,2025-01-05
429,429.0,429.0,58.0,5059,Webcam,1,59.99,2025-01-05
430,430.0,430.0,59.0,5060,Speakers,1,39.99,2025-01-05
431,431.0,431.0,60.0,5061,Chair,1,129.99,2025-01-05
432,432.0,432.0,61.0,5062,Desk,1,249.99,2025-01-05
433,433.0,433.0,62.0,5063,Lamp,2,14.99,2025-01-05
434,434.0,434.0,63.0,5064,Notebook,3,2.49,2025-01-05
435,435.0,435.0,64.0,5065,Pen,8,0.99,2025-01-05
436,436.0,436.0,65.0,5066,Keyboard,1,29.99,2025-01-05
437,437.0,437.0,66.0,5067,Mouse,2,19.99,2025-01-05
438,438.0,438.0,67.0,5068,Monitor,1,199.99,2025-01-05
439,439.0,439.0,68.0,5069,Laptop,1,899.99,2025-01-05
440,440.0,440.0,69.0,5070,Headset,1,49.99,2025-01-05
441,441.0,441.0,70.0,5071,USB Cable,2,5.99,2025-01-05
442,442.0,442.0,71.0,5072,Webcam,1,59.99,2025-01-05
443,443.0,443.0,72.0,5073,Speakers,1,39.99,2025-01-05
444,444.0,444.0,73.0,5074,Chair,1,129.99,2025-01-05
445,445.0,445.0,74.0,5075,Desk,1,249.99,2025-01-05
446,446.0,446.0,75.0,5076,Lamp,1,14.99,2025-01-05
447,447.0,447.0,76.0,5077,Notebook,4,2.49,2025-01-05
448,448.0,448.0,77.0,5078,Pen,11,0.99,2025-01-05
449,449.0,449.0,78.0,5079,Keyboard,1,29.99,2025-01-05
450,450.0,450.0,80.0,5081,Monitor,1,199.99,2025-01-05
451,451.0,451.0,81.0,5082,Laptop,1,899.99,2025-01-05
452,452.0,452.0,82.0,5083,Headset,1,49.99,2025-01-05
453,453.0,453.0,83.0,5084,USB Cable,3,5.99,2025-01-05
454,454.0,454.0,84.0,5085,Webcam,1,59.99,2025-01-05
455,455.0,455.0,85.0,5086,Speakers,1,39.99,2025-01-05
456,456.0,456.0,86.0,5087,Chair,1,129.99,2025-01-05
457,457.0,457.0,87.0,5088,Desk,1,249.99,2025-01-05
458,458.0,458.0,88.0,5089,Lamp,2,14.99,2025-01-05
459,459.0,459.0,89.0,5090,Notebook,3,2.49,2025-01-05
460,460.0,460.0,90.0,5091,Pen,7,0.99,2025-01-05
461,461.0,461.0,91.0,5092,Keyboard,1,29.99,2025-01-05
462,462.0,462.0,92.0,5093,Mouse,1,19.99,2025-01-05
463,463.0,463.0,93.0,5094,Monitor,1,199.99,2025-01-05
464,464.0,464.0,94.0,5095,Laptop,1,899.99,2025-01-05
465,465.0,465.0,95.0,5096,Headset,1,49.99,2025-01-05
466,466.0,466.0,96.0,5097,USB Cable,2,5.99,2025-01-05
467,467.0,467.0,97.0,5098,Webcam,1,59.99,2025-01-05
468,468.0,468.0,98.0,5099,Speakers,1,39.99,2025-01-05
469,469.0,469.0,99.0,5100,Chair,1,129.99,2025-01-05
470,470.0,470.0,0.0,6001,Keyboard,1,29.99,2025-01-06
471,471.0,471.0,1.0,6002,Mouse,2,19.99,2025-01-06
472,472.0,472.0,2.0,6003,Monitor,1,199.99,2025-01-06
473,473.0,473.0,3.0,6004,Laptop,1,899.99,2025-01-06
474,474.0,474.0,5.0,6006,USB Cable,3,5.99,2025-01-06
475,475.0,475.0,6.0,6007,Webcam,1,59.99,2025-01-06
476,476.0,476.0,7.0,6008,Speakers,1,39.99,2025-01-06
477,477.0,477.0,8.0,6009,Chair,1,129.99,2025-01-06
478,478.0,478.0,9.0,6010,Desk,1,249.99,2025-01-06
479,479.0,479.0,10.0,6011,Lamp,2,14.99,2025-01-06
480,480.0,480.0,11.0,6012,Notebook,4,2.49,2025-01-06
481,481.0,481.0,12.0,6013,Pen,12,0.99,2025-01-06
482,482.0,482.0,13.0,6014,Keyboard,1,29.99,2025-01-06
483,483.0,483.0,15.0,6016,Monitor,1,199.99,2025-01-06
484,484.0,484.0,16.0,6017,Laptop,1,899.99,2025-01-06
485,485.0,485.0,17.0,6018,Headset,1,49.99,2025-01-06
486,486.0,486.0,18.0,6019,USB Cable,2,5.99,2025-01-06
487,487.0,487.0,19.0,6020,Webcam,1,59.99,2025-01-06
488,488.0,488.0,20.0,6021,Speakers,1,39.99,2025-01-06
489,489.0,489.0,21.0,6022,Chair,1,129.99,2025-01-06
490,490.0,490.0,22.0,6023,Desk,1,249.99,2025-01-06
491,491.0,491.0,23.0,6024,Lamp,1,14.99,2025-01-06
492,492.0,492.0,24.0,6025,Notebook,3,2.49,2025-01-06
493,493.0,493.0,25.0,6026,Pen,9,0.99,2025-01-06
494,494.0,494.0,26.0,6027,Keyboard,1,29.99,2025-01-06
495,495.0,495.0,27.0,6028,Mouse,1,19.99,2025-01-06
496,496.0,496.0,29.0,6030,Laptop,1,899.99,2025-01-06
497,497.0,497.0,30.0,6031,Headset,2,49.99,2025-01-06
498,498.0,498.0,31.0,6032,USB Cable,4,5.99,2025-01-06
499,499.0,499.0,32.0,6033,Webcam,1,59.99,2025-01-06
500,500.0,500.0,33.0,6034,Speakers,2,39.99,2025-01-06
501,501.0,501.0,34.0,6035,Chair,1,129.99,2025-01-06
502,502.0,502.0,35.0,6036,Desk,1,249.99,2025-01-06
503,503.0,503.0,36.0,6037,Lamp,2,14.99,2025-01-06
504,504.0,504.0,37.0,6038,Notebook,5,2.49,2025-01-06
505,505.0,505.0,38.0,6039,Pen,10,0.99,2025-01-06
506,506.0,506.0,39.0,6040,Keyboard,1,29.99,2025-01-06
507,507.0,507.0,41.0,6042,Monitor,1,199.99,2025-01-06
508,508.0,508.0,42.0,6043,Laptop,1,899.99,2025-01-06
509,509.0,509.0,43.0,6044,Headset,1,49.99,2025-01-06
510,510.0,510.0,44.0,6045,USB Cable,3,5.99,2025-01-06
511,511.0,511.0,45.0,6046,Webcam,1,59.99,2025-01-06
512,512.0,512.0,46.0,6047,Speakers,1,39.99,2025-01-06
513,513.0,513.0,47.0,6048,Chair,1,129.99,2025-01-06
514,514.0,514.0,48.0,6049,Desk,1,249.99,2025-01-06
515,515.0,515.0,49.0,6050,Lamp,1,14.99,2025-01-06
516,516.0,516.0,50.0,6051,Notebook,2,2.49,2025-01-06
517,517.0,517.0,51.0,6052,Pen,14,0.99,2025-01-06
518,518.0,518.0,52.0,6053,Keyboard,1,29.99,2025-01-06
519,519.0,519.0,53.0,6054,Mouse,1,19.99,2025-01-06
520,520.0,520.0,54.0,6055,Monitor,1,199.99,2025-01-06
521,521.0,521.0,55.0,6056,Laptop,1,899.99,2025-01-06
522,522.0,522.0,57.0,6058,USB Cable,3,5.99,2025-01-06
523,523.0,523.0,58.0,6059,Webcam,1,59.99,2025-01-06
524,524.0,524.0,59.0,6060,Speakers,1,39.99,2025-01-06
525,525.0,525.0,60.0,6061,Chair,1,129.99,2025-01-06
526,526.0,526.0,61.0,6062,Desk,1,249.99,2025-01-06
527,527.0,527.0,62.0,6063,Lamp,2,14.99,2025-01-06
528,528.0,528.0,63.0,6064,Notebook,3,2.49,2025-01-06
529,529.0,529.0,64.0,6065,Pen,8,0.99,2025-01-06
530,530.0,530.0,65.0,6066,Keyboard,1,29.99,2025-01-06
531,531.0,531.0,66.0,6067,Mouse,2,19.99,2025-01-06
532,532.0,532.0,67.0,6068,Monitor,1,199.99,2025-01-06
533,533.0,533.0,68.0,6069,Laptop,1,899.99,2025-01-06
534,534.0,534.0,69.0,6070,Headset,1,49.99,2025-01-06
535,535.0,535.0,70.0,6071,USB Cable,2,5.99,2025-01-06
536,536.0,536.0,71.0,6072,Webcam,1,59.99,2025-01-06
537,537.0,537.0,72.0,6073,Speakers,1,39.99,2025-01-06
538,538.0,538.0,73.0,6074,Chair,1,129.99,2025-01-06
539,539.0,539.0,74.0,6075,Desk,1,249.99,2025-01-06
540,540.0,540.0,75.0,6076,Lamp,1,14.99,2025-01-06
541,541.0,541.0,76.0,6077,Notebook,4,2.49,2025-01-06
542,542.0,542.0,77.0,6078,Pen,11,0.99,2025-01-06
543,543.0,543.0,78.0,6079,Keyboard,1,29.99,2025-01-06
544,544.0,544.0,80.0,6081,Monitor,1,199.99,2025-01-06
545,545.0,545.0,81.0,6082,Laptop,1,899.99,2025-01-06
546,546.0,546.0,82.0,6083,Headset,1,49.99,2025-01-06
547,547.0,547.0,83.0,6084,USB Cable,3,5.99,2025-01-06
548,548.0,548.0,84.0,6085,Webcam,1,59.99,2025-01-06
549,549.0,549.0,85.0,6086,Speakers,1,39.99,2025-01-06
550,550.0,550.0,86.0,6087,Chair,1,129.99,2025-01-06
551,551.0,551.0,87.0,6088,Desk,1,249.99,2025-01-06
552,552.0,552.0,88.0,6089,Lamp,2,14.99,2025-01-06
553,553.0,553.0,89.0,6090,Notebook,3,2.49,2025-01-06
554,554.0,554.0,90.0,6091,Pen,7,0.99,2025-01-06
555,555.0,555.0,91.0,6092,Keyboard,1,29.99,2025-01-06
556,556.0,556.0,92.0,6093,Mouse,1,19.99,2025-01-06
557,557.0,557.0,93.0,6094,Monitor,1,199.99,2025-01-06
558,558.0,558.0,94.0,6095,Laptop,1,899.99,2025-01-06
559,559.0,559.0,95.0,6096,Headset,1,49.99,2025-01-06
560,560.0,560.0,96.0,6097,USB Cable,2,5.99,2025-01-06
561,561.0,561.0,97.0,6098,Webcam,1,59.99,2025-01-06
562,562.0,562.0,98.0,6099,Speakers,1,39.99,2025-01-06
563,563.0,563.0,99.0,6100,Chair,1,129.99,2025-01-06
564,564.0,564.0,0.0,7001,Keyboard,1,29.99,2025-01-06
565,565.0,565.0,1.0,7002,Mouse,2,19.99,2025-01-06
566,566.0,566.0,2.0,7003,Monitor,1,199.99,2025-01-06
567,567.0,567.0,3.0,7004,Laptop,1,899.99,2025-01-06
568,568.0,568.0,5.0,7006,USB Cable,3,5.99,2025-01-06
569,569.0,569.0,6.0,7007,Webcam,1,59.99,2025-01-06
570,570.0,570.0,7.0,7008,Speakers,1,39.99,2025-01-06
571,571.0,571.0,8.0,7009,Chair,1,129.99,2025-01-06
572,572.0,572.0,9.0,7010,Desk,1,249.99,2025-01-06
573,573.0,573.0,10.0,7011,Lamp,2,14.99,2025-01-06
574,574.0,574.0,11.0,7012,Notebook,4,2.49,2025-01-06
575,575.0,575.0,12.0,7013,Pen,12,0.99,2025-01-06
576,576.0,576.0,13.0,7014,Keyboard,1,29.99,2025-01-06
577,577.0,577.0,15.0,7016,Monitor,1,199.99,2025-01-06
578,578.0,578.0,16.0,7017,Laptop,1,899.99,2025-01-06
579,579.0,579.0,17.0,7018,Headset,1,49.99,2025-01-06
580,580.0,580.0,18.0,7019,USB Cable,2,5.99,2025-01-06
581,581.0,581.0,19.0,7020,Webcam,1,59.99,2025-01-06
582,582.0,582.0,20.0,7021,Speakers,1,39.99,2025-01-06
583,583.0,583.0,21.0,7022,Chair,1,129.99,2025-01-06
584,584.0,584.0,22.0,7023,Desk,1,249.99,2025-01-06
585,585.0,585.0,23.0,7024,Lamp,1,14.99,2025-01-06
586,586.0,586.0,24.0,7025,Notebook,3,2.49,2025-01-06
587,587.0,587.0,25.0,7026,Pen,9,0.99,2025-01-06
588,588.0,588.0,26.0,7027,Keyboard,1,29.99,2025-01-06
589,589.0,589.0,27.0,7028,Mouse,1,19.99,2025-01-06
590,590.0,590.0,29.0,7030,Laptop,1,899.99,2025-01-06
591,591.0,591.0,30.0,7031,Headset,2,49.99,2025-01-06
592,592.0,592.0,31.0,7032,USB Cable,4,5.99,2025-01-06
593,593.0,593.0,32.0,7033,Webcam,1,59.99,2025-01-06
594,594.0,594.0,33.0,7034,Speakers,2,39.99,2025-01-06
595,595.0,595.0,34.0,7035,Chair,1,129.99,2025-01-06
596,596.0,596.0,35.0,7036,Desk,1,249.99,2025-01-06
597,597.0,597.0,36.0,7037,Lamp,2,14.99,2025-01-06
598,598.0,598.0,37.0,7038,Notebook,5,2.49,2025-01-06
599,599.0,599.0,38.0,7039,Pen,10,0.99,2025-01-06
600,600.0,600.0,39.0,7040,Keyboard,1,29.99,2025-01-06
601,601.0,601.0,41.0,7042,Monitor,1,199.99,2025-01-06
602,602.0,602.0,42.0,7043,Laptop,1,899.99,2025-01-06
603,603.0,603.0,43.0,7044,Headset,1,49.99,2025-01-06
604,604.0,604.0,44.0,7045,USB Cable,3,5.99,2025-01-06
605,605.0,605.0,45.0,7046,Webcam,1,59.99,2025-01-06
606,606.0,606.0,46.0,7047,Speakers,1,39.99,2025-01-06
607,607.0,607.0,47.0,7048,Chair,1,129.99,2025-01-06
608,608.0,608.0,48.0,7049,Desk,1,249.99,2025-01-06
609,609.0,609.0,49.0,7050,Lamp,1,14.99,2025-01-06
610,610.0,610.0,50.0,7051,Notebook,2,2.49,2025-01-06
611,611.0,611.0,51.0,7052,Pen,14,0.99,2025-01-06
612,612.0,612.0,52.0,7053,Keyboard,1,29.99,2025-01-06
613,613.0,613.0,53.0,7054,Mouse,1,19.99,2025-01-06
614,614.0,614.0,54.0,7055,Monitor,1,199.99,2025-01-06
615,615.0,615.0,55.0,7056,Laptop,1,899.99,2025-01-06
616,616.0,616.0,57.0,7058,USB Cable,3,5.99,2025-01-06
617,617.0,617.0,58.0,7059,Webcam,1,59.99,2025-01-06
618,618.0,618.0,59.0,7060,Speakers,1,39.99,2025-01-06
619,619.0,619.0,60.0,7061,Chair,1,129.99,2025-01-06
620,620.0,620.0,61.0,7062,Desk,1,249.99,2025-01-06
621,621.0,621.0,62.0,7063,Lamp,2,14.99,2025-01-06
622,622.0,622.0,63.0,7064,Notebook,3,2.49,2025-01-06
623,623.0,623.0,64.0,7065,Pen,8,0.99,2025-01-06
624,624.0,624.0,65.0,7066,Keyboard,1,29.99,2025-01-06
625,625.0,625.0,66.0,7067,Mouse,2,19.99,2025-01-06
626,626.0,626.0,67.0,7068,Monitor,1,199.99,2025-01-06
627,627.0,627.0,68.0,7069,Laptop,1,899.99,2025-01-06
628,628.0,628.0,69.0,7070,Headset,1,49.99,2025-01-06
629,629.0,629.0,70.0,7071,USB Cable,2,5.99,2025-01-06
630,630.0,630.0,71.0,7072,Webcam,1,59.99,2025-01-06
631,631.0,631.0,72.0,7073,Speakers,1,39.99,2025-01-06
632,632.0,632.0,73.0,7074,Chair,1,129.99,2025-01-06
633,633.0,633.0,74.0,7075,Desk,1,249.99,2025-01-06
634,634.0,634.0,75.0,7076,Lamp,1,14.99,2025-01-06
635,635.0,635.0,76.0,7077,Notebook,4,2.49,2025-01-06
636,636.0,636.0,77.0,7078,Pen,11,0.99,2025-01-06
637,637.0,637.0,78.0,7079,Keyboard,1,29.99,2025-01-06
638,638.0,638.0,80.0,7081,Monitor,1,199.99,2025-01-06
639,639.0,639.0,81.0,7082,Laptop,1,899.99,2025-01-06
640,640.0,640.0,82.0,7083,Headset,1,49.99,2025-01-06
641,641.0,641.0,83.0,7084,USB Cable,3,5.99,2025-01-06
642,642.0,642.0,84.0,7085,Webcam,1,59.99,2025-01-06
643,643.0,643.0,85.0,7086,Speakers,1,39.99,2025-01-06
644,644.0,644.0,86.0,7087,Chair,1,129.99,2025-01-06
645,645.0,645.0,87.0,7088,Desk,1,249.99,2025-01-06
646,646.0,646.0,88.0,7089,Lamp,2,14.99,2025-01-06
647,647.0,647.0,89.0,7090,Notebook,3,2.49,2025-01-06
648,648.0,648.0,90.0,7091,Pen,7,0.99,2025-01-06
649,649.0,649.0,91.0,7092,Keyboard,1,29.99,2025-01-06
650,650.0,650.0,92.0,7093,Mouse,1,19.99,2025-01-06
651,651.0,651.0,93.0,7094,Monitor,1,199.99,2025-01-06
652,652.0,652.0,94.0,7095,Laptop,1,899.99,2025-01-06
653,653.0,653.0,95.0,7096,Headset,1,49.99,2025-01-06
654,654.0,654.0,96.0,7097,USB Cable,2,5.99,2025-01-06
655,655.0,655.0,97.0,7098,Webcam,1,59.99,2025-01-06
656,656.0,656.0,98.0,7099,Speakers,1,39.99,2025-01-06
657,657.0,657.0,99.0,7100,Chair,1,129.99,2025-01-06
658,658.0,658.0,0.0,8001,Keyboard,1,29.99,2025-01-08
659,659.0,659.0,1.0,8002,Mouse,2,19.99,2025-01-08
660,660.0,660.0,2.0,8003,Monitor,1,199.99,2025-01-08
661,661.0,661.0,3.0,8004,Laptop,1,899.99,2025-01-08
662,662.0,662.0,5.0,8006,USB Cable,3,5.99,2025-01-08
663,663.0,663.0,6.0,8007,Webcam,1,59.99,2025-01-08
664,664.0,664.0,7.0,8008,Speakers,1,39.99,2025-01-08
665,665.0,665.0,8.0,8009,Chair,1,129.99,2025-01-08
666,666.0,666.0,9.0,8010,Desk,1,249.99,2025-01-08
667,667.0,667.0,10.0,8011,Lamp,2,14.99,2025-01-08
668,668.0,668.0,11.0,8012,Notebook,4,2.49,2025-01-08
669,669.0,669.0,12.0,8013,Pen,12,0.99,2025-01-08
670,670.0,670.0,13.0,8014,Keyboard,1,29.99,2025-01-08
671,671.0,671.0,15.0,8016,Monitor,1,199.99,2025-01-08
672,672.0,672.0,16.0,8017,Laptop,1,899.99,2025-01-08
673,673.0,673.0,17.0,8018,Headset,1,49.99,2025-01-08
674,674.0,674.0,18.0,8019,USB Cable,2,5.99,2025-01-08
675,675.0,675.0,19.0,8020,Webcam,1,59.99,2025-01-08
676,676.0,676.0,20.0,8021,Speakers,1,39.99,2025-01-08
677,677.0,677.0,21.0,8022,Chair,1,129.99,2025-01-08
678,678.0,678.0,22.0,8023,Desk,1,249.99,2025-01-08
679,679.0,679.0,23.0,8024,Lamp,1,14.99,2025-01-08
680,680.0,680.0,24.0,8025,Notebook,3,2.49,2025-01-08
681,681.0,681.0,25.0,8026,Pen,9,0.99,2025-01-08
682,682.0,682.0,26.0,8027,Keyboard,1,29.99,2025-01-08
683,683.0,683.0,27.0,8028,Mouse,1,19.99,2025-01-08
684,684.0,684.0,29.0,8030,Laptop,1,899.99,2025-01-08
685,685.0,685.0,30.0,8031,Headset,2,49.99,2025-01-08
686,686.0,686.0,31.0,8032,USB Cable,4,5.99,2025-01-08
687,687.0,687.0,32.0,8033,Webcam,1,59.99,2025-01-08
688,688.0,688.0,33.0,8034,Speakers,2,39.99,2025-01-08
689,689.0,689.0,34.0,8035,Chair,1,129.99,2025-01-08
690,690.0,690.0,35.0,8036,Desk,1,249.99,2025-01-08
691,691.0,691.0,36.0,8037,Lamp,2,14.99,2025-01-08
692,692.0,692.0,37.0,8038,Notebook,5,2.49,2025-01-08
693,693.0,693.0,38.0,8039,Pen,10,0.99,2025-01-08
694,694.0,694.0,39.0,8040,Keyboard,1,29.99,2025-01-08
695,695.0,695.0,41.0,8042,Monitor,1,199.99,2025-01-08
696,696.0,696.0,42.0,8043,Laptop,1,899.99,2025-01-08
697,697.0,697.0,43.0,8044,Headset,1,49.99,2025-01-08
698,698.0,698.0,44.0,8045,USB Cable,3,5.99,2025-01-08
699,699.0,699.0,45.0,8046,Webcam,1,59.99,2025-01-08
700,700.0,700.0,46.0,8047,Speakers,1,39.99,2025-01-08
701,701.0,701.0,47.0,8048,Chair,1,129.99,2025-01-08
702,702.0,702.0,48.0,8049,Desk,1,249.99,2025-01-08
703,703.0,703.0,49.0,8050,Lamp,1,14.99,2025-01-08
704,704.0,704.0,50.0,8051,Notebook,2,2.49,2025-01-08
705,705.0,705.0,51.0,8052,Pen,14,0.99,2025-01-08
706,706.0,706.0,52.0,8053,Keyboard,1,29.99,2025-01-08
707,707.0,707.0,53.0,8054,Mouse,1,19.99,2025-01-08
708,708.0,708.0,54.0,8055,Monitor,1,199.99,2025-01-08
709,709.0,709.0,55.0,8056,Laptop,1,899.99,2025-01-08
710,710.0,710.0,57.0,8058,USB Cable,3,5.99,2025-01-08
711,711.0,711.0,58.0,8059,Webcam,1,59.99,2025-01-08
712,712.0,712.0,59.0,8060,Speakers,1,39.99,2025-01-08
713,713.0,713.0,60.0,8061,Chair,1,129.99,2025-01-08
714,714.0,714.0,61.0,8062,Desk,1,249.99,2025-01-08
715,715.0,715.0,62.0,8063,Lamp,2,14.99,2025-01-08
716,716.0,716.0,63.0,8064,Notebook,3,2.49,2025-01-08
717,717.0,717.0,64.0,8065,Pen,8,0.99,2025-01-08
718,718.0,718.0,65.0,8066,Keyboard,1,29.99,2025-01-08
719,719.0,719.0,66.0,8067,Mouse,2,19.99,2025-01-08
720,720.0,720.0,67.0,8068,Monitor,1,199.99,2025-01-08
721,721.0,721.0,68.0,8069,Laptop,1,899.99,2025-01-08
722,722.0,722.0,69.0,8070,Headset,1,49.99,2025-01-08
723,723.0,723.0,70.0,8071,USB Cable,2,5.99,2025-01-08
724,724.0,724.0,71.0,8072,Webcam,1,59.99,2025-01-08
725,725.0,725.0,72.0,8073,Speakers,1,39.99,2025-01-08
726,726.0,726.0,73.0,8074,Chair,1,129.99,2025-01-08
727,727.0,727.0,74.0,8075,Desk,1,249.99,2025-01-08
728,728.0,728.0,75.0,8076,Lamp,1,14.99,2025-01-08
729,729.0,729.0,76.0,8077,Notebook,4,2.49,2025-01-08
730,730.0,730.0,77.0,8078,Pen,11,0.99,2025-01-08
731,731.0,731.0,78.0,8079,Keyboard,1,29.99,2025-01-08
732,732.0,732.0,80.0,8081,Monitor,1,199.99,2025-01-08
733,733.0,733.0,81.0,8082,Laptop,1,899.99,2025-01-08
734,734.0,734.0,82.0,8083,Headset,1,49.99,2025-01-08
735,735.0,735.0,83.0,8084,USB Cable,3,5.99,2025-01-08
736,736.0,736.0,84.0,8085,Webcam,1,59.99,2025-01-08
737,737.0,737.0,85.0,8086,Speakers,1,39.99,2025-01-08
738,738.0,738.0,86.0,8087,Chair,1,129.99,2025-01-08
739,739.0,739.0,87.0,8088,Desk,1,249.99,2025-01-08
740,740.0,740.0,88.0,8089,Lamp,2,14.99,2025-01-08
741,741.0,741.0,89.0,8090,Notebook,3,2.49,2025-01-08
742,742.0,742.0,90.0,8091,Pen,7,0.99,2025-01-08
743,743.0,743.0,91.0,8092,Keyboard,1,29.99,2025-01-08
744,744.0,744.0,92.0,8093,Mouse,1,19.99,2025-01-08
745,745.0,745.0,93.0,8094,Monitor,1,199.99,2025-01-08
746,746.0,746.0,94.0,8095,Laptop,1,899.99,2025-01-08
747,747.0,747.0,95.0,8096,Headset,1,49.99,2025-01-08
748,748.0,748.0,96.0,8097,USB Cable,2,5.99,2025-01-08
749,749.0,749.0,97.0,8098,Webcam,1,59.99,2025-01-08
750,750.0,750.0,98.0,8099,Speakers,1,39.99,2025-01-08
751,751.0,751.0,99.0,8100,Chair,1,129.99,2025-01-08
752,752.0,752.0,0.0,9001,Keyboard,1,29.99,2025-01-09
753,753.0,753.0,1.0,9002,Mouse,2,19.99,2025-01-09
754,754.0,754.0,2.0,9003,Monitor,1,199.99,2025-01-09
755,755.0,755.0,3.0,9004,Laptop,1,899.99,2025-01-09
756,756.0,756.0,5.0,9006,USB Cable,3,5.99,2025-01-09
757,757.0,757.0,6.0,9007,Webcam,1,59.99,2025-01-09
758,758.0,758.0,7.0,9008,Speakers,1,39.99,2025-01-09
759,759.0,759.0,8.0,9009,Chair,1,129.99,2025-01-09
760,760.0,760.0,9.0,9010,Desk,1,249.99,2025-01-09
761,761.0,761.0,10.0,9011,Lamp,2,14.99,2025-01-09
762,762.0,762.0,11.0,9012,Notebook,4,2.49,2025-01-09
763,763.0,763.0,12.0,9013,Pen,12,0.99,2025-01-09
764,764.0,764.0,13.0,9014,Keyboard,1,29.99,2025-01-09
765,765.0,765.0,15.0,9016,Monitor,1,199.99,2025-01-09
766,766.0,766.0,16.0,9017,Laptop,1,899.99,2025-01-09
767,767.0,767.0,17.0,9018,Headset,1,49.99,2025-01-09
768,768.0,768.0,18.0,9019,USB Cable,2,5.99,2025-01-09
769,769.0,769.0,19.0,9020,Webcam,1,59.99,2025-01-09
770,770.0,770.0,20.0,9021,Speakers,1,39.99,2025-01-09
771,771.0,771.0,21.0,9022,Chair,1,129.99,2025-01-09
772,772.0,772.0,22.0,9023,Desk,1,249.99,2025-01-09
773,773.0,773.0,23.0,9024,Lamp,1,14.99,2025-01-09
774,774.0,774.0,24.0,9025,Notebook,3,2.49,2025-01-09
775,775.0,775.0,25.0,9026,Pen,9,0.99,2025-01-09
776,776.0,776.0,26.0,9027,Keyboard,1,29.99,2025-01-09
777,777.0,777.0,27.0,9028,Mouse,1,19.99,2025-01-09
778,778.0,778.0,29.0,9030,Laptop,1,899.99,2025-01-09
779,779.0,779.0,30.0,9031,Headset,2,49.99,2025-01-09
780,780.0,780.0,31.0,9032,USB Cable,4,5.99,2025-01-09
781,781.0,781.0,32.0,9033,Webcam,1,59.99,2025-01-09
782,782.0,782.0,33.0,9034,Speakers,2,39.99,2025-01-09
783,783.0,783.0,34.0,9035,Chair,1,129.99,2025-01-09
784,784.0,784.0,35.0,9036,Desk,1,249.99,2025-01-09
785,785.0,785.0,36.0,9037,Lamp,2,14.99,2025-01-09
786,786.0,786.0,37.0,9038,Notebook,5,2.49,2025-01-09
787,787.0,787.0,38.0,9039,Pen,10,0.99,2025-01-09
788,788.0,788.0,39.0,9040,Keyboard,1,29.99,2025-01-09
789,789.0,789.0,41.0,9042,Monitor,1,199.99,2025-01-09
790,790.0,790.0,42.0,9043,Laptop,1,899.99,2025-01-09
791,791.0,791.0,43.0,9044,Headset,1,49.99,2025-01-09
792,792.0,792.0,44.0,9045,USB Cable,3,5.99,2025-01-09
793,793.0,793.0,45.0,9046,Webcam,1,59.99,2025-01-09
794,794.0,794.0,46.0,9047,Speakers,1,39.99,2025-01-09
795,795.0,795.0,47.0,9048,Chair,1,129.99,2025-01-09
796,796.0,796.0,48.0,9049,Desk,1,249.99,2025-01-09
797,797.0,797.0,49.0,9050,Lamp,1,14.99,2025-01-09
